Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
2020-05-11,Iceland,340982,54195,1801,10,1773,,18
2020-05-11,Estonia,1326433,63964,1741,61,751,5,929
2020-05-11,Tajikistan,9510530,,661,21,,,640
2020-05-11,Lithuania,2726360,186565,1485,50,833,17,602
2020-05-11,DRC,89204344,,1024,41,141,,842
2020-05-11,Djibouti,986245,15790,1227,3,872,,352
2020-05-11,New Zealand,4817585,194191,1497,21,1386,2,90
2020-05-11,Slovakia,5459339,120645,1457,26,959,5,472
2020-05-11,Slovenia,2078905,63365,1460,102,256,10,1102
2020-05-11,Somalia,15835721,,1089,52,121,2,916
2020-05-11,Gabon,2219053,724,802,9,127,1,666
2020-05-11,El Salvador,6482375,43043,958,18,325,4,615
2020-05-11,Mayotte,271976,4000,1023,11,492,9,520
2020-05-11,Kyrgyzstan,6510930,59490,1016,12,688,13,316
2020-05-11,Maldives,539365,11775,897,3,29,2,865
2020-05-11,Hong Kong,7489763,168291,1048,4,985,1,59
2020-05-11,Tunisia,11803787,32818,1032,45,700,11,287
2020-05-11,Guinea-Bissau,1962083,1500,761,3,26,,732
2020-05-11,Latvia,1888464,77147,946,18,464,2,464
2020-05-11,Sri Lanka,21402783,36605,863,9,343,1,511
2020-05-11,Albania,2878155,10559,872,31,654,7,187
2020-05-11,Lebanon,6828869,51731,859,26,234,3,599
2020-05-11,Cyprus,1206320,76139,901,16,401,10,484
2020-05-11,Kenya,53621669,32938,700,33,251,1,416
2020-05-11,Niger,24088734,5598,832,46,637,,149
2020-05-11,Mali,20174887,2172,712,39,377,,296
2020-05-11,Costa Rica,5088572,17299,801,7,517,6,277
2020-05-11,Burkina Faso,20829100,,760,50,584,,126
2020-05-11,Paraguay,7121943,16155,724,10,170,,544
2020-05-11,Andorra,77251,1673,755,48,550,14,157
2020-05-11,Zambia,18317156,10270,267,7,117,1,143
2020-05-11,Uruguay,3472331,28697,711,19,523,8,169
2020-05-11,Equatorial Guinea,1396874,854,439,4,13,,422
2020-05-11,Georgia,3990035,29736,638,11,317,6,310
2020-05-11,San Marino,33923,2985,628,41,130,2,457
2020-05-11,Jordan,10191015,119260,562,9,390,5,163
2020-05-11,Venezuela,28445034,520317,422,10,205,2,207
2020-05-11,Malta,441407,43397,503,5,434,,64
2020-05-11,Channel Islands,173672,5342,546,41,452,,53
2020-05-11,Haiti,11385726,1296,182,15,17,,150
2020-05-11,Jamaica,2959659,7101,502,9,90,,403
2020-05-11,Chad,16364523,,322,31,53,,238
2020-05-11,Sierra Leone,7956645,,338,19,72,,247
2020-05-11,Tanzania,59512999,,509,21,183,7,305
2020-05-11,Réunion,894557,17200,436,,354,5,82
2020-05-11,Taiwan,23811805,67400,440,7,368,,65
2020-05-11,Congo,5500730,,333,11,53,,269
2020-05-11,Palestine,5086351,34511,375,2,301,,72
2020-05-11,Nepal,29071791,76367,134,,33,,101
2020-05-11,Ethiopia,114599417,36624,250,5,105,1,140
2020-05-11,Benin,12082333,22808,319,2,62,,255
2020-05-11,Isle of Man,84980,3773,330,23,271,21,36
2020-05-11,Mauritius,1271525,69773,332,10,322,,0
2020-05-11,Togo,8254058,10561,181,11,89,,81
2020-05-11,Cabo Verde,555261,791,260,2,58,,200
2020-05-11,CAR,4819377,3498,143,,10,,133
2020-05-11,Montenegro,628057,7816,324,9,294,2,21
2020-05-11,Vietnam,97234232,261004,288,,249,2,39
2020-05-11,Madagascar,27599599,3968,186,,101,1,85
2020-05-11,Rwanda,12911155,42805,285,,150,,135
2020-05-11,South Sudan,11177895,1247,156,,2,,154
2020-05-11,Uganda,45550580,58606,121,,55,,66
2020-05-11,Sao Tome and Principe,218653,175,208,5,4,,199
2020-05-11,Liberia,5042565,,211,20,85,,106
2020-05-11,French Guiana,297687,,144,1,122,,21
2020-05-11,Eswatini,1158724,714,175,2,28,,145
2020-05-11,Martinique,375298,,187,14,83,4,90
2020-05-11,Myanmar,54366792,11482,180,6,74,,100
2020-05-11,Faeroe Islands,48841,8450,187,,187,,0
2020-05-11,Guadeloupe,400116,,154,13,104,4,37
2020-05-11,Gibraltar,33692,4155,147,,143,,4
2020-05-11,Mozambique,31141818,4173,103,,34,,69
2020-05-11,Brunei,436979,16037,141,1,134,2,6
2020-05-11,Mongolia,3271795,9707,42,,14,2,28
2020-05-11,Yemen,29742981,120,56,9,1,,46
2020-05-11,Bermuda,62304,4489,119,8,66,4,45
2020-05-11,Guyana,786108,930,109,10,36,6,63
2020-05-11,Cambodia,16690788,14094,122,,120,1,2
2020-05-11,Trinidad and Tobago,1398962,2320,116,8,107,,1
2020-05-11,Aruba,106713,1874,101,3,89,4,9
2020-05-11,Monaco,39209,,96,4,85,1,7
2020-05-11,Bahamas,392795,1634,93,11,39,1,43
2020-05-11,Cayman Islands,65629,4187,84,1,47,3,36
2020-05-11,Barbados,287335,2990,84,7,57,4,20
2020-05-11,Liechtenstein,38115,900,82,1,55,,26
2020-05-11,Mauritania,4633922,1842,8,1,6,,1
2020-05-11,Sint Maarten,42817,329,76,15,46,7,15
2020-05-11,Malawi,19066433,1337,57,3,24,1,30
2020-05-11,Libya,6859926,3253,64,3,28,,33
2020-05-11,French Polynesia,280717,2950,60,,56,1,4
2020-05-11,Syria,17446406,,47,3,29,,15
2020-05-11,Angola,32731783,3000,45,2,13,,30
2020-05-11,Zimbabwe,14836491,20537,36,4,9,,23
2020-05-11,Macao,648258,,45,,40,1,5
2020-05-11,Burundi,11844472,284,15,1,7,,7
2020-05-11,Saint Martin,38585,,39,3,30,1,6
2020-05-11,Eritrea,3540444,,39,,38,,1
2020-05-11,Nicaragua,6615040,,16,5,7,,4
2020-05-11,Antigua and Barbuda,97833,183,25,3,19,1,3
2020-05-11,Botswana,2345678,9540,24,1,12,,11
2020-05-11,Gambia,2407856,849,22,1,10,,11
2020-05-11,Timor-Leste,1315315,738,24,,21,,3
2020-05-11,Grenada,112462,1406,21,,13,4,8
2020-05-11,Bhutan,770586,11673,9,,5,,4
2020-05-11,Laos,7262665,3547,19,,13,,6
2020-05-11,Belize,396732,1043,18,2,16,,0
2020-05-11,Fiji,895677,1300,18,,14,,4
2020-05-11,New Caledonia,285170,5213,18,,18,,0
2020-05-11,Saint Lucia,183529,620,18,,17,,1
2020-05-11,St. Vincent Grenadines,110899,137,17,,9,,8
2020-05-11,Curaçao,164015,389,16,1,14,,1
2020-05-11,Dominica,71965,420,16,,15,,1
2020-05-11,Namibia,2535193,1543,16,,11,,5
2020-05-11,Saint Kitts and Nevis,53155,327,15,,14,,1
2020-05-11,Falkland Islands,3467,402,13,,13,,0
2020-05-11,Turks and Caicos,38653,109,12,1,8,,3
2020-05-11,Vatican City,801,,12,,2,,10
2020-05-11,Comoros,867268,,11,1,,,10
2020-05-11,Montserrat,4992,36,11,1,8,1,2
2020-05-11,Suriname,586006,404,10,1,9,,0
2020-05-11,Greenland,56759,1461,11,,11,,0
2020-05-11,Seychelles,98275,,11,,10,,1
2020-05-11,British Virgin Islands,30207,167,7,1,4,,2
2020-05-11,Papua New Guinea,8925907,2402,8,,8,,0
2020-05-11,Caribbean Netherlands,26194,110,6,,,,6
2020-05-11,St. Barth,9874,,6,,6,,0
2020-05-11,Western Sahara,595462,,6,,6,,0
2020-05-11,Anguilla,14987,,3,,3,,0
2020-05-11,Lesotho,2140235,,,,,,
2020-05-11,Saint Pierre Miquelon,5797,,1,,1,,0
2020-05-12,USA,330774664,9935720,1408636,83425,296746,16473,1028465
2020-05-12,Russia,145927292,5805404,232243,2116,43512,2300,186615
2020-05-12,Spain,46752703,2467761,269520,26920,180470,1534,62130
2020-05-12,Brazil,212380932,735224,177602,12404,72597,8318,92601
2020-05-12,UK,67844241,2007146,226463,32692,,1559,193427
2020-05-12,Italy,60471924,2673655,221216,30911,109039,952,81266
2020-05-12,France,65256826,1384633,178225,26991,57785,2542,93449
2020-05-12,Germany,83752855,2755770,173171,7738,147200,1539,18233
2020-05-12,Turkey,84230075,1440671,141475,3894,98889,1045,38692
2020-05-12,Iran,83862642,615477,110767,6733,88357,2713,15677
2020-05-12,India,1378381772,1759579,74292,2415,24420,,47457
2020-05-12,Peru,32915899,532169,72059,2057,23324,797,46678
2020-05-12,China,1439323776,,82919,4633,78171,10,115
2020-05-12,Canada,37702769,1145683,71157,5169,34042,502,31946
2020-05-12,Saudi Arabia,34747330,482374,42925,264,15257,147,27404
2020-05-12,Belgium,11583739,595531,53779,8761,13732,465,31286
2020-05-12,Mexico,128770253,135116,36327,3573,23100,378,9654
2020-05-12,Chile,19096687,303340,31721,335,14125,494,17261
2020-05-12,Netherlands,17130492,270351,42984,5510,,463,37224
2020-05-12,Pakistan,220356788,305851,32674,724,8555,111,23395
2020-05-12,Qatar,2875047,135294,25149,14,3019,72,22116
2020-05-12,Ecuador,17610231,85223,30419,2327,3433,181,24659
2020-05-12,Switzerland,8647139,316852,30380,1867,26800,89,1713
2020-05-12,Belarus,9449678,284445,24873,142,6974,92,17757
2020-05-12,Sweden,10091856,177500,27272,3313,4971,360,18988
2020-05-12,Portugal,10200063,553855,27913,1163,3013,113,23737
2020-05-12,Singapore,5844888,175604,24671,21,3851,20,20799
2020-05-12,Ireland,4931150,258808,23242,1488,17110,72,4644
2020-05-12,UAE,9875965,1500000,19661,203,6012,1,13446
2020-05-12,Bangladesh,164493041,136638,16660,250,3147,1,13263
2020-05-12,Poland,37851327,507778,16921,839,6131,160,9951
2020-05-12,Ukraine,43762985,187307,16023,425,3373,211,12225
2020-05-12,Indonesia,273176544,165128,14749,1007,3063,,10679
2020-05-12,Romania,19251921,269183,15778,1002,7685,238,7091
2020-05-12,Israel,8638917,469800,16529,260,12083,67,4186
2020-05-12,South Africa,59218133,369697,11350,206,4357,77,6787
2020-05-12,Japan,126520115,223649,15968,657,8531,249,6780
2020-05-12,Colombia,50817787,165738,12272,493,2971,130,8808
2020-05-12,Austria,9000366,329314,15961,623,14148,59,1190
2020-05-12,Kuwait,4262847,196397,10277,75,3101,158,7101
2020-05-12,Egypt,102094004,90000,10093,544,2326,41,7223
2020-05-12,Dominican Republic,10834889,42615,10900,402,3221,131,7277
2020-05-12,Philippines,109403890,181668,11350,751,2106,31,8493
2020-05-12,S. Korea,51264120,680890,10936,258,9670,55,1008
2020-05-12,Denmark,5789832,334260,10591,527,8580,43,1484
2020-05-12,Serbia,8741321,151304,10243,220,3600,23,6423
2020-05-12,Panama,4306425,43663,8616,249,4687,87,3680
2020-05-12,Czechia,10706690,314138,8198,283,4865,42,3050
2020-05-12,Argentina,45146322,87547,6563,319,1862,170,4382
2020-05-12,Norway,5416217,205239,8157,228,32,23,7897
2020-05-12,Algeria,43752773,6500,6067,515,2998,22,2554
2020-05-12,Bahrain,1693667,197898,5531,9,2192,5,3330
2020-05-12,Afghanistan,38817349,18098,4963,127,610,7,4226
2020-05-12,Australia,25464216,877927,6964,97,6229,16,638
2020-05-12,Morocco,36857758,71815,6418,188,2991,1,3239
2020-05-12,Malaysia,32315733,271721,6742,109,5223,16,1410
2020-05-12,Kazakhstan,18749587,422011,5279,32,2223,31,3024
2020-05-12,Finland,5539729,126500,6003,275,4300,34,1428
2020-05-12,Nigeria,205486161,28418,4787,158,959,7,3670
2020-05-12,Moldova,4035024,20447,5154,182,2069,251,2903
2020-05-12,Ghana,30991423,162184,5127,22,494,5,4611
2020-05-12,Oman,5089968,50000,3721,17,1250,27,2454
2020-05-12,Armenia,2962604,33313,3538,47,1430,10,2061
2020-05-12,Bolivia,11653648,7651,2831,122,299,3,2410
2020-05-12,Luxembourg,624724,56394,3894,102,3610,22,182
2020-05-12,Iraq,40108260,132457,2913,112,1903,,898
2020-05-12,Hungary,9663123,114719,3313,425,1007,45,1881
2020-05-12,Cameroon,26461313,,2689,125,1524,28,1040
2020-05-12,Azerbaijan,10128288,202282,2693,33,1680,28,980
2020-05-12,Thailand,69779718,227860,3017,56,2798,61,163
2020-05-12,Greece,10428746,106054,2744,152,1374,32,1218
2020-05-12,Guinea,13086759,,2298,11,816,,1471
2020-05-12,Uzbekistan,33409960,325000,2519,10,2010,8,499
2020-05-12,Honduras,9885245,5653,2080,116,206,10,1758
2020-05-12,Sudan,43719159,,1661,80,173,,1408
2020-05-12,Senegal,16687100,18969,1995,19,742,6,1234
2020-05-12,Bosnia and Herzegovina,3283087,43451,2158,117,1168,4,873
2020-05-12,Bulgaria,6954222,58713,2023,95,476,51,1452
2020-05-12,Croatia,4108081,47480,2207,91,1808,11,308
2020-05-12,Ivory Coast,26294743,14618,1857,21,820,,1016
2020-05-12,Guatemala,17874358,7200,1114,26,111,5,977
2020-05-12,Cuba,11327404,71157,1804,78,1277,4,449
2020-05-12,North Macedonia,2083384,19430,1674,92,1205,21,377
2020-05-12,Iceland,340982,54791,1801,10,1776,,15
2020-05-12,Estonia,1326433,64975,1746,61,777,5,908
2020-05-12,Tajikistan,9510530,,729,21,,,708
2020-05-12,Lithuania,2726360,192386,1491,50,850,17,591
2020-05-12,DRC,89204344,,1102,44,146,,912
2020-05-12,Djibouti,986245,16093,1256,3,886,,367
2020-05-12,New Zealand,4817585,197084,1497,21,1398,2,78
2020-05-12,Slovakia,5459339,122708,1465,27,983,6,455
2020-05-12,Slovenia,2078905,64547,1461,102,259,9,1100
2020-05-12,Somalia,15835721,,1170,52,126,2,992
2020-05-12,Gabon,2219053,5530,863,9,137,1,717
2020-05-12,El Salvador,6482375,44926,998,20,349,15,629
2020-05-12,Mayotte,271976,4000,1095,12,492,9,591
2020-05-12,Kyrgyzstan,6510930,59490,1037,12,709,13,316
2020-05-12,Maldives,539365,11775,904,3,29,2,872
2020-05-12,Hong Kong,7489763,168291,1048,4,991,1,53
2020-05-12,Tunisia,11803787,33880,1032,45,740,5,247
2020-05-12,Guinea-Bissau,1962083,1500,820,3,26,,791
2020-05-12,Latvia,1888464,79047,950,18,627,2,305
2020-05-12,Sri Lanka,21402783,37662,889,9,366,1,514
2020-05-12,Albania,2878155,10802,876,31,682,1,163
2020-05-12,Lebanon,6828869,53269,870,26,234,3,610
2020-05-12,Cyprus,1206320,78338,903,16,449,10,438
2020-05-12,Kenya,53621669,32938,715,36,259,1,420
2020-05-12,Niger,24088734,5642,854,47,648,,159
2020-05-12,Mali,20174887,2498,730,40,398,,292
2020-05-12,Costa Rica,5088572,17470,804,7,520,6,277
2020-05-12,Burkina Faso,20829100,,766,51,588,,127
2020-05-12,Paraguay,7121943,16917,737,10,173,,554
2020-05-12,Andorra,77251,1673,758,48,568,3,142
2020-05-12,Zambia,18317156,10270,441,7,117,1,317
2020-05-12,Uruguay,3472331,29500,717,19,532,8,166
2020-05-12,Equatorial Guinea,1396874,854,439,4,13,,422
2020-05-12,Georgia,3990035,31952,642,11,349,6,282
2020-05-12,San Marino,33923,3121,638,41,161,2,436
2020-05-12,Jordan,10191015,123600,576,9,390,5,177
2020-05-12,Venezuela,28445034,525902,423,10,220,2,193
2020-05-12,Malta,441407,44656,506,5,434,1,67
2020-05-12,Channel Islands,173672,5342,547,42,455,,50
2020-05-12,Haiti,11385726,1296,209,16,17,,176
2020-05-12,Jamaica,2959659,7271,505,9,90,,406
2020-05-12,Chad,16364523,,357,40,76,,241
2020-05-12,Sierra Leone,7956645,,338,19,72,,247
2020-05-12,Tanzania,59512999,,509,21,183,7,305
2020-05-12,Réunion,894557,17200,437,,354,4,83
2020-05-12,Taiwan,23811805,68107,440,7,372,,61
2020-05-12,Congo,5500730,,333,11,53,,269
2020-05-12,Palestine,5086351,43566,375,2,308,,65
2020-05-12,Nepal,29071791,76424,217,,33,,184
2020-05-12,Ethiopia,114599417,39048,261,5,106,,150
2020-05-12,Benin,12082333,25015,327,2,76,,249
2020-05-12,Isle of Man,84980,3853,331,23,272,21,36
2020-05-12,Mauritius,1271525,69773,332,10,322,,0
2020-05-12,Togo,8254058,11041,199,11,92,,96
2020-05-12,Cabo Verde,555261,791,267,2,58,,207
2020-05-12,CAR,4819377,3498,143,,10,,133
2020-05-12,Montenegro,628057,10167,324,9,298,2,17
2020-05-12,Vietnam,97234232,261004,288,,252,2,36
2020-05-12,Madagascar,27599599,3968,186,,101,1,85
2020-05-12,Rwanda,12911155,43379,286,,153,,133
2020-05-12,South Sudan,11177895,1247,194,,2,,192
2020-05-12,Uganda,45550580,61460,126,,55,,71
2020-05-12,Sao Tome and Principe,218653,175,208,5,4,,199
2020-05-12,Liberia,5042565,,211,20,85,,106
2020-05-12,French Guiana,297687,,144,1,122,,21
2020-05-12,Eswatini,1158724,2262,184,2,28,,154
2020-05-12,Martinique,375298,,187,14,91,4,82
2020-05-12,Myanmar,54366792,11822,180,6,76,,98
2020-05-12,Faeroe Islands,48841,8554,187,,187,,0
2020-05-12,Guadeloupe,400116,,155,13,109,4,33
2020-05-12,Gibraltar,33692,4352,148,,144,,4
2020-05-12,Mozambique,31141818,4365,104,,34,,70
2020-05-12,Brunei,436979,16037,141,1,134,2,6
2020-05-12,Mongolia,3271795,9787,42,,15,2,27
2020-05-12,Yemen,29742981,120,65,10,1,,54
2020-05-12,Bermuda,62304,4642,121,8,66,2,47
2020-05-12,Guyana,786108,986,113,10,36,6,67
2020-05-12,Cambodia,16690788,14156,122,,121,1,1
2020-05-12,Trinidad and Tobago,1398962,2358,116,8,107,,1
2020-05-12,Aruba,106713,1874,101,3,89,4,9
2020-05-12,Monaco,39209,,96,4,85,1,7
2020-05-12,Bahamas,392795,1634,93,11,39,1,43
2020-05-12,Cayman Islands,65629,4564,85,1,50,3,34
2020-05-12,Barbados,287335,3185,85,7,57,4,21
2020-05-12,Liechtenstein,38115,900,82,1,55,,26
2020-05-12,Mauritania,4633922,2015,9,1,6,,2
2020-05-12,Sint Maarten,42817,329,76,15,46,7,15
2020-05-12,Malawi,19066433,1337,57,3,24,1,30
2020-05-12,Libya,6859926,3253,64,3,28,,33
2020-05-12,French Polynesia,280717,3042,60,,58,1,2
2020-05-12,Syria,17446406,,47,3,29,,15
2020-05-12,Angola,32731783,3000,45,2,13,,30
2020-05-12,Zimbabwe,14836491,20537,36,4,9,,23
2020-05-12,Macao,648258,,45,,42,1,3
2020-05-12,Burundi,11844472,284,15,1,7,,7
2020-05-12,Saint Martin,38585,,39,3,30,1,6
2020-05-12,Eritrea,3540444,,39,,38,,1
2020-05-12,Nicaragua,6615040,,25,8,7,,10
2020-05-12,Antigua and Barbuda,97833,183,25,3,19,1,3
2020-05-12,Botswana,2345678,11495,24,1,17,,6
2020-05-12,Gambia,2407856,1238,22,1,10,,11
2020-05-12,Timor-Leste,1315315,738,24,,21,,3
2020-05-12,Grenada,112462,1406,21,,13,4,8
2020-05-12,Bhutan,770586,12163,11,,5,,6
2020-05-12,Laos,7262665,3874,19,,13,,6
2020-05-12,Belize,396732,1043,18,2,16,,0
2020-05-12,Fiji,895677,1300,18,,14,,4
2020-05-12,New Caledonia,285170,5454,18,,18,,0
2020-05-12,Saint Lucia,183529,620,18,,17,,1
2020-05-12,St. Vincent Grenadines,110899,155,17,,12,,5
2020-05-12,Curaçao,164015,389,16,1,14,,1
2020-05-12,Dominica,71965,420,16,,15,,1
2020-05-12,Namibia,2535193,1543,16,,11,,5
2020-05-12,Saint Kitts and Nevis,53155,327,15,,14,,1
2020-05-12,Falkland Islands,3467,402,13,,13,,0
2020-05-12,Turks and Caicos,38653,109,12,1,8,,3
2020-05-12,Vatican City,801,,12,,2,,10
2020-05-12,Comoros,867268,,11,1,,,10
2020-05-12,Montserrat,4992,36,11,1,8,1,2
2020-05-12,Suriname,586006,404,10,1,9,,0
2020-05-12,Greenland,56759,1505,11,,11,,0
2020-05-12,Seychelles,98275,,11,,10,,1
2020-05-12,British Virgin Islands,30207,167,7,1,4,,2
2020-05-12,Papua New Guinea,8925907,2402,8,,8,,0
2020-05-12,Caribbean Netherlands,26194,110,6,,,,6
2020-05-12,St. Barth,9874,,6,,6,,0
2020-05-12,Western Sahara,595462,,6,,6,,0
2020-05-12,Anguilla,14987,,3,,3,,0
2020-05-12,Lesotho,2140235,,,,,,
2020-05-12,Saint Pierre Miquelon,5797,,1,,1,,0
2020-05-13,USA,330774664,10269996,1430348,85197,310259,16349,1034892
2020-05-13,Russia,145927292,5982558,242271,2212,48003,2300,192056
2020-05-13,Spain,46752703,2467761,271095,27104,183227,1534,60764
2020-05-13,Brazil,212380932,735224,189157,13158,78424,8318,97575
2020-05-13,UK,67844241,2094209,229705,33186,,1559,196175
2020-05-13,Italy,60471924,2735628,222104,31106,112541,893,78457
2020-05-13,France,65256826,1384633,178060,27074,58673,2428,92313
2020-05-13,Germany,83752855,3147771,174098,7861,148700,1465,17537
2020-05-13,Turkey,84230075,1474003,143114,3952,101715,998,37447
2020-05-13,Iran,83862642,629534,112725,6783,89428,2735,16514
2020-05-13,India,1378381772,1854250,78055,2551,26400,,49104
2020-05-13,Peru,32915899,553302,76306,2169,24324,806,49813
2020-05-13,China,1439323776,,82926,4633,78189,10,104
2020-05-13,Canada,37702769,1169380,72278,5302,35164,502,31812
2020-05-13,Saudi Arabia,34747330,496948,44830,273,17622,147,26935
2020-05-13,Belgium,11583739,605237,53981,8843,13937,420,31201
2020-05-13,Mexico,128770253,142204,38324,3926,25935,378,8463
2020-05-13,Chile,19096687,313750,34381,346,14865,494,19170
2020-05-13,Netherlands,17130492,275720,43211,5562,,432,37399
2020-05-13,Pakistan,220356788,317699,35298,761,8899,111,25638
2020-05-13,Qatar,2875047,139127,26539,14,3143,72,23382
2020-05-13,Ecuador,17610231,87036,30486,2334,3433,190,24719
2020-05-13,Switzerland,8647139,322084,30413,1870,27100,79,1443
2020-05-13,Belarus,9449678,296380,25825,146,7711,92,17968
2020-05-13,Sweden,10091856,177500,27909,3460,4971,351,19478
2020-05-13,Portugal,10200063,566172,28132,1175,3182,103,23775
2020-05-13,Singapore,5844888,224262,25346,21,4809,19,20516
2020-05-13,Ireland,4931150,258808,23401,1497,19470,69,2434
2020-05-13,UAE,9875965,1500000,20386,206,6523,1,13657
2020-05-13,Bangladesh,164493041,144538,17822,269,3361,1,14192
2020-05-13,Poland,37851327,528122,17204,861,6410,160,9933
2020-05-13,Ukraine,43762985,192247,16425,439,3716,218,12270
2020-05-13,Indonesia,273176544,169195,15438,1028,3287,,11123
2020-05-13,Romania,19251921,277804,16002,1036,7961,228,7005
2020-05-13,Israel,8638917,477151,16548,264,12232,61,4052
2020-05-13,South Africa,59218133,386352,12074,219,4745,119,7110
2020-05-13,Japan,126520115,223667,16049,678,8920,243,6451
2020-05-13,Colombia,50817787,165738,12930,509,3133,130,9288
2020-05-13,Austria,9000366,336252,15997,624,14304,55,1069
2020-05-13,Kuwait,4262847,227000,11028,82,3263,169,7683
2020-05-13,Egypt,102094004,90000,10431,556,2486,41,7389
2020-05-13,Dominican Republic,10834889,42615,11196,409,3221,131,7566
2020-05-13,Philippines,109403890,188649,11618,772,2251,77,8595
2020-05-13,S. Korea,51264120,695920,10962,259,9695,55,1008
2020-05-13,Denmark,5789832,345712,10667,533,8663,37,1471
2020-05-13,Serbia,8741321,156603,10295,222,3824,22,6249
2020-05-13,Panama,4306425,44561,8783,252,6021,87,2510
2020-05-13,Czechia,10706690,326954,8269,290,5047,43,2932
2020-05-13,Argentina,45146322,90474,6879,329,2266,170,4284
2020-05-13,Norway,5416217,208874,8175,229,32,23,7914
2020-05-13,Algeria,43752773,6500,6253,522,3058,22,2673
2020-05-13,Bahrain,1693667,205570,5816,10,2205,6,3601
2020-05-13,Afghanistan,38817349,18724,5226,132,648,7,4446
2020-05-13,Australia,25464216,909025,6980,98,6271,17,611
2020-05-13,Morocco,36857758,75870,6512,188,3131,1,3193
2020-05-13,Malaysia,32315733,271721,6779,111,5281,16,1387
2020-05-13,Kazakhstan,18749587,439495,5417,32,2408,31,2977
2020-05-13,Finland,5539729,133200,6054,284,4300,35,1470
2020-05-13,Nigeria,205486161,29408,4971,164,1070,7,3737
2020-05-13,Moldova,4035024,20447,5406,185,2176,251,3045
2020-05-13,Ghana,30991423,164452,5408,24,514,5,4870
2020-05-13,Oman,5089968,50000,4019,17,1289,27,2713
2020-05-13,Armenia,2962604,34766,3718,48,1500,10,2170
2020-05-13,Bolivia,11653648,7651,2964,128,313,3,2523
2020-05-13,Luxembourg,624724,57687,3904,103,3629,22,172
2020-05-13,Iraq,40108260,136640,3032,115,1966,,951
2020-05-13,Hungary,9663123,118500,3341,430,1102,45,1809
2020-05-13,Cameroon,26461313,,2800,136,1543,28,1121
2020-05-13,Azerbaijan,10128288,208546,2758,35,1789,30,934
2020-05-13,Thailand,69779718,286008,3017,56,2844,61,117
2020-05-13,Greece,10428746,112042,2760,155,1374,28,1231
2020-05-13,Guinea,13086759,,2374,14,856,,1504
2020-05-13,Uzbekistan,33409960,325000,2612,11,2076,8,525
2020-05-13,Honduras,9885245,5653,2080,121,211,10,1748
2020-05-13,Sudan,43719159,,1818,90,198,,1530
2020-05-13,Senegal,16687100,24599,2105,21,782,6,1302
2020-05-13,Bosnia and Herzegovina,3283087,44380,2181,120,1228,4,833
2020-05-13,Bulgaria,6954222,60100,2069,96,499,51,1474
2020-05-13,Croatia,4108081,48737,2213,94,1834,9,285
2020-05-13,Ivory Coast,26294743,15260,1912,24,902,,986
2020-05-13,Guatemala,17874358,7200,1199,27,120,5,1052
2020-05-13,Cuba,11327404,73129,1810,79,1326,7,405
2020-05-13,North Macedonia,2083384,19739,1694,95,1229,21,370
2020-05-13,Iceland,340982,55075,1802,10,1780,,12
2020-05-13,Estonia,1326433,66102,1751,61,777,5,913
2020-05-13,Tajikistan,9510530,,801,23,,,778
2020-05-13,Lithuania,2726360,200264,1505,54,908,17,543
2020-05-13,DRC,89204344,,1169,50,148,,971
2020-05-13,Djibouti,986245,16424,1268,3,900,,365
2020-05-13,New Zealand,4817585,203045,1497,21,1402,2,74
2020-05-13,Slovakia,5459339,127034,1469,27,1060,6,382
2020-05-13,Slovenia,2078905,65694,1463,103,260,9,1100
2020-05-13,Somalia,15835721,,1219,52,130,2,1037
2020-05-13,Gabon,2219053,5530,1004,9,152,1,843
2020-05-13,El Salvador,6482375,46831,1037,20,374,15,643
2020-05-13,Mayotte,271976,4800,1143,14,627,6,502
2020-05-13,Kyrgyzstan,6510930,59490,1044,12,726,13,306
2020-05-13,Maldives,539365,11775,955,4,40,2,911
2020-05-13,Hong Kong,7489763,168291,1051,4,1008,1,39
2020-05-13,Tunisia,11803787,34323,1032,45,759,5,228
2020-05-13,Guinea-Bissau,1962083,1500,836,3,26,,807
2020-05-13,Latvia,1888464,81246,951,19,627,2,305
2020-05-13,Sri Lanka,21402783,38740,893,9,382,1,502
2020-05-13,Albania,2878155,11048,880,31,688,1,161
2020-05-13,Lebanon,6828869,54694,878,26,236,4,616
2020-05-13,Cyprus,1206320,80284,905,17,449,10,439
2020-05-13,Kenya,53621669,35432,737,40,281,1,416
2020-05-13,Niger,24088734,5691,860,49,658,,153
2020-05-13,Mali,20174887,2498,758,44,412,,302
2020-05-13,Costa Rica,5088572,18040,815,7,527,6,281
2020-05-13,Burkina Faso,20829100,,773,51,592,,130
2020-05-13,Paraguay,7121943,17589,740,11,182,,547
2020-05-13,Andorra,77251,1673,760,49,576,3,135
2020-05-13,Zambia,18317156,13872,446,7,124,1,315
2020-05-13,Uruguay,3472331,30209,719,19,545,8,155
2020-05-13,Equatorial Guinea,1396874,854,522,6,13,,503
2020-05-13,Georgia,3990035,33505,647,11,372,6,264
2020-05-13,San Marino,33923,3201,643,41,161,2,441
2020-05-13,Jordan,10191015,127307,582,9,392,5,181
2020-05-13,Venezuela,28445034,525902,440,10,220,2,210
2020-05-13,Malta,441407,45799,508,6,436,1,66
2020-05-13,Channel Islands,173672,5342,548,43,456,,49
2020-05-13,Haiti,11385726,1296,219,18,17,,184
